minute,test_progress,s1_stress,s2_stress,s3_stress,s4_stress,s5_stress,s6_stress,s7_stress,s8_stress,s9_stress,s10_stress,avg_STRESS
90,0.5,53.81902984583838,56.138136850795924,51.44063800178717,50.64221219562049,50.082995384013536,50.8491038959048,44.57793347401156,54.45640164014507,53.23253455870569,48.51828359857859,51.37572694454013
91,0.5055555555555555,49.82283348600137,59.33460629436246,54.285247922824304,56.04034049858052,46.945386852022985,52.51252064308604,45.30318879672908,58.13618975820705,51.26471855547941,58.993719455004054,53.26387522622973
92,0.5111111111111111,49.916806486465624,59.706709485400324,48.112935980711114,52.40559107705959,49.68230234969005,49.9057899429912,45.05791157070032,51.37769677726885,51.95672213008097,52.484591803537946,51.0607057603906
93,0.5166666666666667,53.66613017193495,63.24240620314803,49.4470080692441,54.10687418046323,52.96933675832318,49.656586624672904,43.561122655241384,58.22892219394322,52.4716701731619,47.1911806197441,52.4541237649877
94,0.5222222222222223,52.60458867770351,61.50004268889262,51.89874843415536,53.00978401456346,51.669019813018,48.141074004131355,41.95157195284668,57.234223551786904,51.36943843790826,48.347512900454,51.77260044754602
95,0.5277777777777778,51.82154906549916,62.2834441690043,52.48951233211354,50.11046971398196,52.42969105674376,47.80700091869469,39.84629165589974,55.421643160304875,52.49804466552154,50.12759315545187,51.483523989321554
96,0.5333333333333333,52.11937587994198,62.546272330454805,47.60484853398993,49.11110894166745,52.57630937165916,50.026910127161216,42.463802918196535,56.17922268027771,52.594212635335076,49.16915619759891,51.43912196162828
97,0.5388888888888889,48.12962400598081,63.60237640509877,49.24413261756419,48.151517502182934,52.59617731162697,50.99652987422606,47.058225573834484,55.86876856598227,52.929579014282815,49.40991202093645,51.79868428917157
98,0.5444444444444444,48.747549507640485,60.50064035011979,51.89131973801949,50.14965359301082,58.226596384040164,53.18698876349205,45.32194585321187,52.920239583452116,53.6779245863297,48.56681318086523,52.318967154018175
99,0.55,53.07967376840825,58.40751408968555,49.419033566566846,49.88618988177177,54.86925533841247,52.83755396987781,45.436482608003615,54.308655384383464,51.49827981045365,49.13243039577073,51.88750688133342
100,0.5555555555555556,54.738293600196776,62.74701037911465,53.291684206097585,51.333972105324726,53.504901263584856,50.5365667739352,46.39530350483718,54.097175400300024,51.020804216531495,49.846887384212614,52.75125988341351
101,0.5611111111111111,52.19557520459549,64.70925287105487,43.088604481541324,47.33458277303216,54.82114950392162,50.5298418677084,51.98645982460266,46.35340487460342,51.45938381483986,49.36585019170357,51.18441054076034
